id,battery_lvl,last_position,city_id,created_at,is_available
1199584873714343,97,POINT (12.9873569999999994 55.5935920000000010),3,2024-11-13 11:44:16.148325,True
1199584873714344,63,POINT (12.9229859999999999 55.5890800000000027),3,2024-12-25 15:09:01.160645,True
1199584873714345,24,POINT (13.00838552951372 55.591431102913795),3,2024-02-02 19:46:59.438692,True
1199584873714346,33,POINT (12.9628689999999995 55.5731040000000007),3,2024-02-11 16:49:37.391115,True
1199584873714347,52,POINT (12.9012399999999996 55.5704449999999994),3,2024-10-04 20:49:05.241549,True
1199584873714348,42,POINT (13.0940899999999996 55.5992120000000014),3,2024-02-07 22:44:34.529765,True
1199584873714349,7,POINT (12.9970079999999992 55.6056460000000001),3,2024-02-25 19:59:15.491930,True
1199584873714350,93,POINT (13.008202704513621 55.59148370053505),3,2024-01-27 23:45:59.336047,True
1199584873714351,23,POINT (12.9182810000000003 55.5535539999999983),3,2024-11-24 11:02:14.493129,False
1199584873714352,62,POINT (12.9287179999999999 55.5857409999999987),3,2024-10-02 20:54:14.156634,True
1199584873714353,52,POINT (13.0115990000000004 55.5959190000000021),3,2024-05-03 11:09:21.337270,True
1199584873714354,41,POINT (12.9852519999999991 55.6140559999999979),3,2024-09-26 03:12:34.916071,True
1199584873714355,97,POINT (13.008465938098187 55.59145557345507),3,2024-03-16 06:33:52.699592,True
1199584873714356,67,POINT (13.0007359999999998 55.5698640000000026),3,2024-10-13 21:12:07.307890,True
1199584873714357,92,POINT (12.9296009999999999 55.5821510000000032),3,2024-06-09 03:13:51.623917,True
1199584873714358,56,POINT (12.9817260000000001 55.6037689999999998),3,2024-07-02 15:52:05.760380,True
1199584873714359,28,POINT (12.9905819999999999 55.5512000000000015),3,2024-10-22 22:45:36.532317,True
1199584873714360,72,POINT (13.008254473491613 55.5914806877956),3,2024-06-17 18:51:25.667446,True
1199584873714361,81,POINT (12.9833949999999998 55.5582029999999989),3,2024-06-18 06:31:37.640817,True
1199584873714362,45,POINT (12.9415180000000003 55.5902420000000035),3,2024-11-04 15:34:36.933311,True
1199584873714363,34,POINT (12.9843770000000003 55.5275090000000020),3,2024-08-28 10:15:29.690985,True
1199584873714364,13,POINT (13.0773220000000006 55.5683190000000025),3,2025-01-10 15:38:10.575095,True
1199584873714365,11,POINT (13.00814357368355 55.59146788209951),3,2024-08-19 04:15:55.737354,True
1199584873714366,30,POINT (12.9180940000000000 55.5536280000000033),3,2024-06-16 18:20:35.326019,True
1199584873714367,31,POINT (12.9345759999999999 55.5927930000000003),3,2024-01-31 18:56:45.643198,True
1199584873714368,0,POINT (12.9289529999999999 55.5545130000000000),3,2024-08-04 12:30:07.058403,True
1199584873714369,54,POINT (13.0663649999999993 55.5780099999999990),3,2024-08-28 18:37:36.994239,True
1199584873714370,13,POINT (13.008065497293252 55.59150700627349),3,2024-06-22 11:50:43.577402,True
1199584873714371,97,POINT (13.0005559999999996 55.5737519999999989),3,2024-12-27 21:56:17.662093,True
1199584873714372,46,POINT (13.1031879999999994 55.5355780000000010),3,2024-06-07 08:31:43.929329,True
1199584873714373,63,POINT (13.0297260000000001 55.6056420000000031),3,2024-09-19 22:38:33.538807,True
1199584873714374,0,POINT (13.0642399999999999 55.5923540000000003),3,2024-06-05 23:41:36.412364,True
1199584873714375,63,POINT (13.008145120390616 55.59146302088985),3,2025-01-13 00:16:50.955104,True
1199584873714376,97,POINT (12.9127320000000001 55.5517060000000029),3,2024-04-07 05:41:09.778685,True
1199584873714377,76,POINT (13.0655310000000000 55.5900689999999997),3,2024-03-31 06:37:19.929346,False
1199584873714378,43,POINT (12.9570489999999996 55.5686990000000023),3,2024-04-08 03:50:30.902163,True
1199584873714379,80,POINT (13.0048999999999992 55.5220369999999974),3,2024-09-12 03:15:15.526820,True
1199584873714380,83,POINT (13.008387306814436 55.59150113168811),3,2024-08-18 19:48:11.170354,True
1199584873714381,75,POINT (13.0221909999999994 55.5588210000000018),3,2024-01-19 05:03:02.000652,True
1199584873714382,77,POINT (12.9614030000000007 55.5952210000000022),3,2024-01-22 01:39:53.942083,True
1199584873714383,100,POINT (13.0840969999999999 55.6103129999999979),3,2024-06-28 20:09:12.063298,True
1199584873714384,77,POINT (13.0505890000000004 55.5669070000000005),3,2024-10-03 09:25:16.271939,True
1199584873714385,68,POINT (13.008092128182764 55.591500866054695),3,2024-12-06 02:00:07.304228,True
1199584873714386,99,POINT (12.9614490000000000 55.5680490000000020),3,2024-08-31 00:54:57.815858,True
1199584873714387,74,POINT (13.0122549999999997 55.5820039999999977),3,2025-01-07 22:07:19.853302,True
1199584873714388,44,POINT (12.9807190000000006 55.5694930000000014),3,2024-02-18 00:46:16.203028,True
1199584873714389,80,POINT (12.9770409999999998 55.5614599999999967),3,2024-07-21 13:31:05.570010,True
1199584873714390,90,POINT (13.008222498461892 55.591469795565835),3,2024-02-20 22:13:27.065218,True
1199584873714391,96,POINT (13.0002610000000001 55.5938659999999985),3,2024-04-01 04:37:59.400638,True
1199584873714392,95,POINT (12.9459040000000005 55.5698459999999983),3,2024-12-17 20:31:25.078457,True
1199584873714393,9,POINT (13.0956930000000007 55.6049310000000006),3,2024-05-02 21:26:08.263945,True
1199584873714394,61,POINT (12.9333890000000000 55.5539410000000018),3,2024-06-27 10:03:18.995784,True
1199584873714395,93,POINT (13.00821780414211 55.59151356316026),3,2024-02-18 18:10:47.745614,True
1199584873714396,63,POINT (13.1002010000000002 55.5366789999999995),3,2024-04-05 04:37:12.148240,False
1199584873714397,90,POINT (12.9641739999999999 55.5782319999999999),3,2024-04-07 12:20:16.342661,True
1199584873714398,14,POINT (13.0200899999999997 55.5895379999999975),3,2024-05-22 21:00:56.781598,True
1199584873714399,85,POINT (12.9910759999999996 55.5522950000000009),3,2024-12-10 03:54:21.584658,True
1199584873714400,70,POINT (13.008245482550231 55.591499150992355),3,2024-11-18 09:49:49.184684,True
1199584873714401,16,POINT (13.0706179999999996 55.5636170000000007),3,2024-04-21 22:07:08.325507,True
1199584873714402,33,POINT (13.1046309999999995 55.5444180000000003),3,2024-02-22 07:18:34.055941,True
1199584873714403,2,POINT (13.0132460000000005 55.5956040000000016),3,2024-05-08 05:19:13.833404,True
1199584873714404,3,POINT (13.0140840000000004 55.5868839999999977),3,2024-09-25 22:48:31.229673,True
1199584873714405,11,POINT (13.008379664438493 55.591465522758),3,2024-11-22 17:50:08.850092,True
1199584873714406,86,POINT (13.0656850000000002 55.5893119999999996),3,2024-02-13 19:43:54.155293,True
1199584873714407,47,POINT (12.9993280000000002 55.5206250000000026),3,2024-12-15 11:16:36.093760,True
1199584873714408,72,POINT (12.9223040000000005 55.5430690000000027),3,2024-03-19 22:47:56.324054,True
1199584873714409,94,POINT (13.0419619999999998 55.5757729999999981),3,2024-03-19 19:41:58.270260,True
1199584873714410,81,POINT (13.008225047803778 55.591450727202705),3,2024-07-26 05:46:03.291724,True
1199584873714411,99,POINT (12.9833200000000009 55.6098750000000024),3,2024-10-02 08:53:14.640377,True
1199584873714412,40,POINT (12.9120080000000002 55.5517960000000031),3,2024-01-23 07:40:36.285665,False
1199584873714413,14,POINT (12.9913059999999998 55.5525179999999992),3,2024-04-21 09:44:31.980960,False
1199584873714414,29,POINT (13.0527560000000005 55.6041560000000032),3,2024-10-09 19:15:26.549153,True
1199584873714415,25,POINT (13.008464244727902 55.5914803874573),3,2024-10-02 17:45:47.284441,True
1199584873714416,25,POINT (12.9894459999999992 55.5613859999999988),3,2024-04-04 01:32:15.782001,True
1199584873714417,57,POINT (13.0005559999999996 55.5737519999999989),3,2024-09-08 00:40:01.447028,True
1199584873714418,87,POINT (13.0018890000000003 55.5648440000000008),3,2024-03-15 04:18:47.892174,True
1199584873714419,3,POINT (13.0239419999999999 55.5564139999999966),3,2024-05-06 11:34:23.173475,True
1199584873714420,20,POINT (13.000458687648502 55.59407172127212),3,2024-08-15 10:53:10.955557,True
1199584873714421,78,POINT (12.9180379999999992 55.5547639999999987),3,2024-07-14 22:51:59.626687,True
1199584879471399,85,POINT (12.9989509999999999 55.6094179999999980),3,2024-12-19 10:00:31.295535,False
1199584879471400,4,POINT (12.9204139999999992 55.5396179999999973),3,2024-10-29 21:19:18.003097,True
1199584879471401,70,POINT (12.9948910000000009 55.6094280000000012),3,2024-04-03 03:14:32.092781,True
1199584879471402,23,POINT (13.000554439791443 55.59406257892592),3,2024-01-22 01:28:34.746997,True
1199584879471403,17,POINT (13.0153390000000009 55.5899599999999978),3,2024-02-04 20:34:17.422258,True
1199584879471404,60,POINT (13.0525900000000004 55.5942590000000010),3,2024-04-20 22:51:20.674817,True
1199584879471405,53,POINT (13.0387860000000000 55.6193519999999992),3,2024-02-08 08:06:16.490128,True
1199584879471406,76,POINT (12.9340679999999999 55.5903279999999995),3,2024-12-03 20:15:42.147133,True
1199584879471407,96,POINT (13.000492986568707 55.59418124987804),3,2024-06-25 06:12:31.456243,True
1199584879471408,7,POINT (12.9920589999999994 55.6081519999999969),3,2024-12-21 00:24:49.931142,True
1199584879471409,61,POINT (12.9980139999999995 55.6104630000000029),3,2024-09-10 13:42:53.315459,True
1199584879471410,12,POINT (13.0088360000000005 55.5852969999999971),3,2024-06-03 00:01:00.464513,True
1199584879471411,91,POINT (12.9280430000000006 55.5584339999999983),3,2024-07-25 07:04:04.330613,True
1199584879471412,35,POINT (13.000484514400023 55.5940839087492),3,2024-09-21 22:20:22.855745,True
1199584879471413,12,POINT (12.9132119999999997 55.5490169999999992),3,2024-08-15 08:31:06.365712,False
1199584879471414,29,POINT (12.9337250000000008 55.5560600000000022),3,2024-08-10 16:24:34.158626,True
1199584879471415,0,POINT (12.9846579999999996 55.5716150000000013),3,2024-04-14 15:54:15.542627,True
1199584879471416,6,POINT (13.0573180000000004 55.5792479999999998),3,2024-04-17 22:58:56.921236,True
1199584879471417,32,POINT (13.000509075750672 55.59414966682506),3,2024-11-16 22:27:11.903108,True
1199584879471418,87,POINT (13.0279869999999995 55.5909570000000031),3,2024-11-26 02:39:39.556161,True
1199584879471419,95,POINT (13.0482139999999998 55.5822840000000014),3,2024-11-22 08:57:41.289698,True
1199584879471420,0,POINT (13.0894809999999993 55.6001669999999990),3,2024-12-29 02:52:27.605724,True
1199584879471421,87,POINT (12.9326080000000001 55.5217870000000033),3,2024-03-15 10:34:15.178944,True
1199584879471422,19,POINT (13.000422681792433 55.59414434647495),3,2024-09-27 14:26:24.081941,True
1199584879471423,10,POINT (12.9667860000000008 55.5823109999999971),3,2024-08-29 20:12:50.814045,True
1199584879471424,53,POINT (13.0141399999999994 55.6312679999999986),3,2024-10-25 09:47:41.400761,True
1199584879471425,60,POINT (12.9141770000000005 55.5480950000000036),3,2024-01-31 07:32:47.022557,False
1199584879471426,30,POINT (13.0418219999999998 55.6073530000000034),3,2024-04-13 14:38:49.588716,True
1199584879471427,72,POINT (13.000405610582796 55.59404052650782),3,2024-08-31 00:53:50.704133,True
1199584879471428,41,POINT (12.9654520000000009 55.5942300000000031),3,2024-07-26 20:45:41.061797,True
1199584879471429,93,POINT (12.9802900000000001 55.6156810000000021),3,2024-02-02 00:48:46.737354,True
1199584879471430,40,POINT (13.0949039999999997 55.5350480000000033),3,2024-11-12 07:26:22.222477,True
1199584879471431,21,POINT (12.9759279999999997 55.5849919999999997),3,2024-04-05 03:26:28.404871,False
1199584879471432,99,POINT (13.000516833932354 55.59406863401424),3,2024-10-12 17:14:25.372421,False
1199584879471433,81,POINT (13.0012779999999992 55.5202299999999980),3,2024-01-19 18:54:07.582755,True
1199584879471434,14,POINT (12.9833829999999999 55.6108949999999993),3,2024-05-30 07:59:24.539392,True
1199584879471435,7,POINT (12.9942170000000008 55.5627459999999971),3,2024-02-19 16:25:04.349146,True
1199584879471436,13,POINT (12.9863300000000006 55.5501420000000010),3,2024-05-24 00:27:13.052806,True
1199584879471437,17,POINT (13.00044897640843 55.5941857459465),3,2024-12-02 00:37:24.739571,True
1199584879471438,89,POINT (13.0701499999999999 55.5335820000000027),3,2024-06-22 02:51:17.067302,True
1199584879471439,2,POINT (13.0738489999999992 55.5747959999999992),3,2024-06-20 06:10:43.911579,True
1199584879471440,63,POINT (12.9910119999999996 55.5671200000000027),3,2024-03-01 15:24:39.285670,True
1199584879471441,17,POINT (12.9800459999999998 55.6172639999999987),3,2024-11-23 03:42:54.590383,True
1199584879471442,19,POINT (13.000492732532672 55.59417269564387),3,2024-04-11 23:50:09.505076,True
1199584879471443,53,POINT (13.0160730000000004 55.5657589999999999),3,2024-08-02 01:37:53.966076,True
1199584879471444,63,POINT (13.0187109999999997 55.6026140000000026),3,2024-02-11 07:55:36.853084,True
1199584879471445,62,POINT (13.0390420000000002 55.6001589999999979),3,2024-04-08 11:46:21.624007,True
1199584879471446,81,POINT (12.9404000000000003 55.5289000000000001),3,2024-08-26 20:48:45.981801,True
1199584879471447,28,POINT (13.00057797101084 55.5941317435698),3,2025-01-16 11:58:24.253315,True
1199584879471448,26,POINT (13.0668910000000000 55.5828890000000015),3,2024-06-24 20:16:11.391826,True
1199584879471449,33,POINT (12.9230090000000004 55.5729779999999991),3,2024-05-24 01:23:52.925218,True
1199584879471450,76,POINT (12.9820300000000000 55.5613280000000032),3,2024-07-23 17:13:58.595694,True
1199584879471451,51,POINT (13.0235760000000003 55.5556500000000000),3,2024-07-20 15:26:02.835640,True
1199584879471452,91,POINT (13.000578952381549 55.594065396948324),3,2024-09-06 06:44:39.588042,True
1199584879471453,77,POINT (13.0507960000000001 55.6125260000000026),3,2024-01-31 09:31:09.503625,True
1199584879471454,17,POINT (13.0782600000000002 55.5794959999999989),3,2024-08-22 03:59:28.325097,True
1199584879471455,44,POINT (12.9795440000000006 55.5605079999999987),3,2024-12-05 10:23:54.942385,False
1199584879471456,47,POINT (13.0020349999999993 55.5809819999999988),3,2024-02-20 00:21:49.245829,True
1199584879471457,3,POINT (13.000568705696626 55.59420406654344),3,2024-11-13 09:55:58.253715,True
1199584879471458,76,POINT (13.0638520000000007 55.6066100000000034),3,2024-09-24 19:21:08.288875,True
1199584879471459,32,POINT (12.9993730000000003 55.5785120000000035),3,2024-03-04 01:40:31.324663,True
1199584879471460,40,POINT (12.9463489999999997 55.5576450000000008),3,2024-01-20 05:38:45.429103,True
1199584879471461,22,POINT (13.0948910000000005 55.5380469999999988),3,2024-08-05 03:54:07.570044,True
1199584879471462,86,POINT (13.000472699486359 55.59404527154375),3,2024-08-18 19:51:15.096310,False
1199584879471463,83,POINT (12.9801249999999992 55.5522050000000007),3,2024-07-25 09:03:31.873180,False
1199584879471464,63,POINT (13.0967859999999998 55.5449830000000020),3,2024-11-04 21:28:48.711033,True
1199584879471465,34,POINT (12.9254639999999998 55.5878629999999987),3,2024-10-12 20:45:12.979464,True
1199584879471466,78,POINT (12.9820069999999994 55.5935619999999986),3,2024-10-04 10:52:08.879253,True
1199584879471467,78,POINT (13.000352270716368 55.594119797197),3,2024-12-30 12:52:16.848702,True
1199584879471468,32,POINT (12.9827890000000004 55.5649829999999980),3,2024-06-03 07:12:17.267513,True
1199584879471469,88,POINT (13.0007359999999998 55.5698640000000026),3,2024-06-21 10:06:45.499571,False
1199584879471470,95,POINT (12.9759279999999997 55.5849919999999997),3,2024-11-11 03:17:52.748395,True
1199584879471471,86,POINT (13.0956709999999994 55.6035019999999989),3,2024-05-03 22:18:21.820551,True
1199584879471472,56,POINT (13.000553385070955 55.594174238661104),3,2024-09-11 11:47:16.342301,True
1199584879471473,90,POINT (12.9756160000000005 55.5921790000000016),3,2024-03-26 20:11:13.481220,True
1199584879471474,70,POINT (13.0279729999999994 55.5905350000000027),3,2024-10-25 07:27:06.814201,True
1199584879471475,93,POINT (13.0460039999999999 55.6160100000000028),3,2024-03-30 19:22:57.842485,True
1199584879471476,7,POINT (12.9882259999999992 55.5993890000000022),3,2024-05-30 09:40:46.984943,True
1199584879471477,11,POINT (13.000388788358741 55.59404037424046),3,2024-10-25 08:23:29.627831,True
1199584879471478,27,POINT (12.9792620000000003 55.5628859999999989),3,2024-04-13 23:47:09.645824,True
1199584879471479,39,POINT (13.0431170000000005 55.5897720000000035),3,2024-12-08 12:23:45.864999,True
1199584879471480,81,POINT (12.9956460000000007 55.6043880000000001),3,2024-10-30 12:32:51.991906,True
1199584879471481,12,POINT (13.0540050000000001 55.5725880000000032),3,2024-06-17 07:57:46.458345,True
1199584879471482,43,POINT (13.000445688892698 55.59403849494938),3,2024-12-27 18:15:41.093894,True
1199584879471483,49,POINT (12.9188120000000009 55.5491069999999993),3,2024-02-06 10:45:44.023940,True
1199584879471484,58,POINT (12.9335190000000004 55.5555140000000023),3,2024-01-20 22:16:36.010046,True
1199584879471485,84,POINT (12.9094610000000003 55.5683549999999968),3,2024-04-20 14:10:04.037699,True
1199584879471486,16,POINT (12.9835440000000002 55.6089100000000016),3,2024-02-28 09:37:30.896593,True
1199584879471487,2,POINT (13.00042692682205 55.5941536671395),3,2024-05-13 01:34:14.171529,True
1199584879471488,47,POINT (12.9604630000000007 55.5734649999999988),3,2024-04-23 17:23:14.447934,False
1199584879471489,23,POINT (12.9809649999999994 55.5611740000000012),3,2024-04-23 03:33:55.995455,False
1199584879471490,8,POINT (13.0242869999999993 55.6056820000000016),3,2024-05-28 22:03:23.559268,True
1199584879471491,92,POINT (12.9377569999999995 55.5578059999999994),3,2024-11-02 16:32:19.302047,True
1199584879471492,79,POINT (13.00052271715099 55.59412781452396),3,2024-11-24 11:23:37.905408,False
1199584879471493,89,POINT (12.9097130000000000 55.5499069999999975),3,2024-12-29 14:03:37.243369,True
1199584879471494,0,POINT (13.0715079999999997 55.5868759999999966),3,2024-10-17 17:16:10.620237,True
1199584879471495,85,POINT (13.0667950000000008 55.5805879999999988),3,2024-10-12 18:03:42.111656,True
1199584879471496,81,POINT (12.9560770000000005 55.5677769999999995),3,2024-09-03 18:58:26.901423,True
1199584879471497,78,POINT (12.96800456048182 55.60260503027302),3,2024-12-14 16:33:59.083084,True
1199584879471498,92,POINT (12.9183210000000006 55.5554839999999999),3,2024-01-26 08:47:37.640821,True
1199584879471499,60,POINT (13.0050880000000006 55.5846700000000027),3,2024-02-02 17:09:26.360974,True
1199584879471500,79,POINT (12.9987420000000000 55.5956580000000002),3,2024-05-29 05:34:58.367553,True
1199584879471501,42,POINT (13.0836539999999992 55.6043170000000018),3,2024-07-19 00:05:55.438926,True
1199584879471502,100,POINT (12.96803027793803 55.60272147992241),3,2025-01-06 06:58:44.885384,True
1199584879471503,38,POINT (12.9920729999999995 55.5679689999999979),3,2024-07-15 10:12:34.552804,True
1199584879471504,64,POINT (12.9317460000000004 55.5938790000000012),3,2024-10-23 06:18:57.127358,False
1199584879471505,91,POINT (13.0144549999999999 55.6093380000000010),3,2024-11-01 10:11:46.708921,True
1199584879471506,100,POINT (12.9565219999999997 55.5677060000000012),3,2024-09-03 15:43:01.977954,True
1199584879471507,50,POINT (12.96795023733896 55.60258189146031),3,2024-05-18 08:18:49.944981,True
1199584879471508,6,POINT (12.9865230000000000 55.6127170000000035),3,2024-12-27 17:14:33.766482,True
1199584879471509,54,POINT (12.9951310000000007 55.5501629999999977),3,2024-05-16 05:06:57.126895,True
1199584879471510,96,POINT (13.0534009999999991 55.5691839999999999),3,2024-01-25 13:07:45.231383,False
1199584879471511,35,POINT (12.9177180000000007 55.5517230000000026),3,2024-02-22 02:19:45.286642,True
1199584879471512,34,POINT (12.9682322485155 55.6026317810924),3,2024-04-03 21:50:04.542066,True
1199584879471513,50,POINT (13.0208110000000001 55.5813460000000035),3,2024-11-10 01:43:53.323643,True
1199584879471514,59,POINT (12.9910019999999999 55.5489040000000003),3,2024-03-04 02:27:23.496136,True
1199584879471515,40,POINT (12.9647469999999991 55.5721869999999996),3,2025-01-02 11:11:29.992124,True
1199584879471516,45,POINT (13.0547050000000002 55.6124980000000022),3,2024-01-24 06:12:01.876595,False
1199584885140137,58,POINT (12.968020263886356 55.602642374339744),3,2024-06-15 15:20:02.715585,True
1199584885140138,30,POINT (13.0208110000000001 55.5813460000000035),3,2024-09-09 03:41:16.434843,True
1199584885140139,42,POINT (12.9819840000000006 55.6190420000000003),3,2024-03-05 20:03:50.332823,True
1199584885140140,97,POINT (13.0403680000000008 55.5895939999999982),3,2024-08-05 11:49:24.429568,True
1199584885140141,85,POINT (12.9871750000000006 55.5934850000000012),3,2024-06-29 18:31:08.990691,False
1199584885140142,0,POINT (12.968181974507202 55.60267004269903),3,2024-03-13 05:33:03.570917,True
1199584885140143,46,POINT (12.9150069999999992 55.5481010000000026),3,2024-11-27 22:47:17.127649,True
1199584885140144,84,POINT (12.9683329999999994 55.5791490000000010),3,2024-02-21 06:59:40.426701,True
1199584885140145,26,POINT (12.9854719999999997 55.6136350000000022),3,2024-07-25 10:55:47.716755,True
1199584885140146,75,POINT (13.0326749999999993 55.5835340000000002),3,2024-06-30 00:45:10.193708,True
1199584885140147,20,POINT (12.968005786252014 55.602552124054306),3,2024-09-03 12:28:02.210999,True
1199584885140148,32,POINT (13.0847119999999997 55.5770219999999995),3,2024-09-27 09:22:30.852244,True
1199584885140149,80,POINT (13.0936290000000000 55.6030110000000022),3,2024-07-18 20:34:19.361999,False
1199584885140150,53,POINT (12.9212489999999995 55.5529820000000001),3,2024-11-05 01:21:01.946673,True
1199584885140151,31,POINT (12.9675469999999997 55.5929860000000033),3,2024-02-21 08:31:44.034098,True
1199584885140152,25,POINT (12.968097563987778 55.6025812565077),3,2024-04-19 13:07:10.974662,True
1199584885140153,35,POINT (12.9793099999999999 55.5599210000000028),3,2024-02-19 19:05:56.509086,True
1199584885140154,74,POINT (13.0132980000000007 55.5954649999999972),3,2024-12-10 16:58:50.599452,True
1199584885140155,71,POINT (12.9495120000000004 55.5873769999999965),3,2024-05-30 09:36:54.219117,True
1199584885140156,54,POINT (12.9342369999999995 55.5579970000000003),3,2024-03-21 17:07:28.989655,True
1199584885140157,60,POINT (12.96801740460266 55.60266665177716),3,2024-09-21 14:56:10.204807,True
1199584885140158,0,POINT (13.0948580000000003 55.5374649999999974),3,2024-11-25 06:51:08.610170,True
1199584885140159,0,POINT (12.9178499999999996 55.5471590000000006),3,2024-07-05 17:24:26.611765,True
1199584885140160,23,POINT (12.9750230000000002 55.5706010000000035),3,2024-12-07 01:34:10.023507,True
1199584885140161,64,POINT (13.0905290000000001 55.5922490000000025),3,2024-09-09 04:38:37.014060,True
1199584885140162,96,POINT (12.968087656391118 55.602613291688456),3,2024-07-22 08:02:59.463786,True
1199584885140163,67,POINT (13.0605410000000006 55.5862740000000031),3,2024-08-19 10:38:48.507287,True
1199584885140164,13,POINT (12.9321540000000006 55.5922580000000011),3,2024-07-27 11:44:45.512955,True
1199584885140165,67,POINT (12.9181410000000003 55.5463969999999989),3,2024-11-16 00:59:37.929882,True
1199584885140166,12,POINT (13.0309530000000002 55.5748760000000033),3,2024-09-29 11:55:30.837900,True
1199584885140167,65,POINT (12.968139796958955 55.602553329321395),3,2024-02-21 03:11:17.327318,True
1199584885140168,77,POINT (13.0564020000000003 55.6123880000000028),3,2024-10-08 14:03:58.058191,True
1199584885140169,15,POINT (13.0155580000000004 55.5977969999999999),3,2024-08-31 07:55:00.999546,True
1199584885140170,38,POINT (13.0018890000000003 55.5648440000000008),3,2024-06-12 18:46:45.684818,True
1199584885140171,56,POINT (12.9274400000000007 55.5797930000000022),3,2024-04-26 09:35:37.361415,True
1199584885140172,58,POINT (12.96809608832159 55.60263989809378),3,2024-08-20 12:31:25.463389,True
1199584885140173,12,POINT (13.0085949999999997 55.5158339999999981),3,2024-06-19 15:57:21.549659,True
1199584885140174,82,POINT (12.9904379999999993 55.5490980000000008),3,2024-10-21 22:30:55.992895,False
1199584885140175,88,POINT (12.9869459999999997 55.5178599999999989),3,2024-06-13 02:54:49.275081,True
1199584885140176,16,POINT (13.0086049999999993 55.5912110000000013),3,2024-08-25 02:37:11.561867,True
1199584885140177,66,POINT (12.96787304427755 55.60265716307858),3,2024-07-10 17:43:33.682278,True
1199584885140178,4,POINT (12.9273830000000007 55.5428870000000003),3,2024-09-25 00:29:16.354467,True
1199584885140179,57,POINT (12.9317550000000008 55.5595599999999976),3,2024-02-22 23:41:30.311190,True
1199584885140180,44,POINT (12.9894829999999999 55.5810419999999965),3,2024-11-07 16:55:51.015608,False
1199584885140181,71,POINT (12.9905349999999995 55.5636340000000004),3,2024-11-21 02:29:44.758711,False
1199584885140182,32,POINT (12.967962342694683 55.602655440641975),3,2024-08-29 00:50:58.886508,True
